0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7398e-07,1.5102e-06,2.2105e-06,2.8767e-06,3.5104e-06,4.1132e-06,4.6865e-06,5.232e-06,5.7508e-06,6.2443e-06,6.7137e-06,7.1603e-06,7.5851e-06,7.9891e-06,8.3735e-06,8.7391e-06,9.0868e-06,9.4176e-06,9.7323e-06,1.0032e-05,1.0316e-05,1.0587e-05,1.0845e-05,1.109e-05,1.1323e-05,1.1545e-05,1.1756e-05,1.1956e-05,1.2147e-05,1.2329e-05,1.2501e-05,1.2666e-05,1.2822e-05,1.2971e-05,1.3112e-05,1.3247e-05,1.3374e-05,1.3496e-05,1.3612e-05,1.3722e-05,1.3827e-05,1.3926e-05,1.4021e-05,1.4111e-05,1.4197e-05,1.4279e-05,1.4356e-05,1.443e-05,1.45e-05,1.4567e-05,1.4631e-05,1.4691e-05,1.4749e-05,1.4803e-05,1.4855e-05,1.4905e-05,1.4952e-05,1.4997e-05,1.5039e-05,1.508e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1851e-07,1.5971e-06,2.3377e-06,3.0422e-06,3.7124e-06,4.3498e-06,4.9562e-06,5.533e-06,6.0816e-06,6.6035e-06,7.1e-06,7.5722e-06,8.0214e-06,8.4487e-06,8.8552e-06,9.2418e-06,9.6096e-06,9.9594e-06,1.0292e-05,1.0609e-05,1.091e-05,1.1196e-05,1.1469e-05,1.1728e-05,1.1974e-05,1.2209e-05,1.2432e-05,1.2644e-05,1.2846e-05,1.3038e-05,1.3221e-05,1.3394e-05,1.356e-05,1.3717e-05,1.3866e-05,1.4009e-05,1.4144e-05,1.4273e-05,1.4395e-05,1.4512e-05,1.4622e-05,1.4728e-05,1.4828e-05,1.4923e-05,1.5014e-05,1.51e-05,1.5182e-05,1.526e-05,1.5335e-05,1.5405e-05,1.5472e-05,1.5536e-05,1.5597e-05,1.5655e-05,1.571e-05,1.5762e-05,1.5812e-05,1.5859e-05,1.5904e-05,1.5947e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6506e-07,1.6879e-06,2.4707e-06,3.2152e-06,3.9235e-06,4.5972e-06,5.238e-06,5.8476e-06,6.4275e-06,6.9791e-06,7.5038e-06,8.0029e-06,8.4776e-06,8.9292e-06,9.3588e-06,9.7674e-06,1.0156e-05,1.0526e-05,1.0878e-05,1.1212e-05,1.153e-05,1.1833e-05,1.2121e-05,1.2395e-05,1.2655e-05,1.2903e-05,1.3139e-05,1.3363e-05,1.3577e-05,1.378e-05,1.3973e-05,1.4156e-05,1.4331e-05,1.4497e-05,1.4655e-05,1.4805e-05,1.4948e-05,1.5084e-05,1.5214e-05,1.5337e-05,1.5454e-05,1.5565e-05,1.5671e-05,1.5772e-05,1.5868e-05,1.5959e-05,1.6046e-05,1.6128e-05,1.6207e-05,1.6281e-05,1.6352e-05,1.642e-05,1.6484e-05,1.6545e-05,1.6603e-05,1.6659e-05,1.6711e-05,1.6761e-05,1.6809e-05,1.6854e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1368e-07,1.7828e-06,2.6095e-06,3.396e-06,4.144e-06,4.8556e-06,5.5325e-06,6.1763e-06,6.7888e-06,7.3714e-06,7.9256e-06,8.4527e-06,8.9541e-06,9.4311e-06,9.8849e-06,1.0316e-05,1.0727e-05,1.1118e-05,1.1489e-05,1.1842e-05,1.2178e-05,1.2498e-05,1.2802e-05,1.3092e-05,1.3367e-05,1.3629e-05,1.3878e-05,1.4114e-05,1.434e-05,1.4554e-05,1.4758e-05,1.4952e-05,1.5136e-05,1.5312e-05,1.5479e-05,1.5638e-05,1.5789e-05,1.5932e-05,1.6069e-05,1.6199e-05,1.6323e-05,1.644e-05,1.6552e-05,1.6658e-05,1.676e-05,1.6856e-05,1.6948e-05,1.7035e-05,1.7118e-05,1.7197e-05,1.7272e-05,1.7343e-05,1.7411e-05,1.7475e-05,1.7537e-05,1.7595e-05,1.7651e-05,1.7703e-05,1.7754e-05,1.7802e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6444e-07,1.8818e-06,2.7545e-06,3.5846e-06,4.3742e-06,5.1253e-06,5.8398e-06,6.5194e-06,7.1659e-06,7.7809e-06,8.3658e-06,8.9223e-06,9.4516e-06,9.955e-06,1.0434e-05,1.089e-05,1.1323e-05,1.1735e-05,1.2127e-05,1.25e-05,1.2855e-05,1.3192e-05,1.3514e-05,1.3819e-05,1.4109e-05,1.4386e-05,1.4649e-05,1.4899e-05,1.5136e-05,1.5363e-05,1.5578e-05,1.5783e-05,1.5977e-05,1.6162e-05,1.6339e-05,1.6506e-05,1.6666e-05,1.6817e-05,1.6962e-05,1.7099e-05,1.7229e-05,1.7353e-05,1.7472e-05,1.7584e-05,1.7691e-05,1.7792e-05,1.7889e-05,1.7981e-05,1.8069e-05,1.8152e-05,1.8231e-05,1.8306e-05,1.8378e-05,1.8446e-05,1.8511e-05,1.8573e-05,1.8631e-05,1.8687e-05,1.874e-05,1.879e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0174e-06,1.9851e-06,2.9057e-06,3.7814e-06,4.6143e-06,5.4067e-06,6.1604e-06,6.8773e-06,7.5593e-06,8.208e-06,8.825e-06,9.412e-06,9.9704e-06,1.0501e-05,1.1007e-05,1.1487e-05,1.1944e-05,1.2379e-05,1.2793e-05,1.3186e-05,1.3561e-05,1.3917e-05,1.4255e-05,1.4577e-05,1.4884e-05,1.5175e-05,1.5453e-05,1.5716e-05,1.5967e-05,1.6206e-05,1.6433e-05,1.6649e-05,1.6854e-05,1.705e-05,1.7235e-05,1.7412e-05,1.758e-05,1.774e-05,1.7893e-05,1.8037e-05,1.8175e-05,1.8306e-05,1.8431e-05,1.8549e-05,1.8662e-05,1.8769e-05,1.8871e-05,1.8968e-05,1.906e-05,1.9148e-05,1.9232e-05,1.9311e-05,1.9387e-05,1.9459e-05,1.9527e-05,1.9592e-05,1.9654e-05,1.9713e-05,1.9769e-05,1.9822e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0726e-06,2.0928e-06,3.0633e-06,3.9864e-06,4.8646e-06,5.6999e-06,6.4944e-06,7.2503e-06,7.9692e-06,8.6531e-06,9.3036e-06,9.9224e-06,1.0511e-05,1.1071e-05,1.1604e-05,1.211e-05,1.2592e-05,1.3051e-05,1.3487e-05,1.3901e-05,1.4296e-05,1.4671e-05,1.5028e-05,1.5368e-05,1.5691e-05,1.5998e-05,1.6291e-05,1.6569e-05,1.6833e-05,1.7085e-05,1.7324e-05,1.7552e-05,1.7768e-05,1.7974e-05,1.817e-05,1.8357e-05,1.8534e-05,1.8703e-05,1.8863e-05,1.9016e-05,1.9161e-05,1.9299e-05,1.943e-05,1.9555e-05,1.9674e-05,1.9787e-05,1.9894e-05,1.9997e-05,2.0094e-05,2.0187e-05,2.0275e-05,2.0358e-05,2.0438e-05,2.0514e-05,2.0586e-05,2.0654e-05,2.072e-05,2.0782e-05,2.0841e-05,2.0897e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13e-06,2.2049e-06,3.2274e-06,4.2e-06,5.1252e-06,6.0052e-06,6.8424e-06,7.6387e-06,8.3961e-06,9.1167e-06,9.8021e-06,1.0454e-05,1.1074e-05,1.1664e-05,1.2225e-05,1.2759e-05,1.3267e-05,1.375e-05,1.4209e-05,1.4646e-05,1.5062e-05,1.5457e-05,1.5834e-05,1.6191e-05,1.6532e-05,1.6855e-05,1.7163e-05,1.7456e-05,1.7735e-05,1.8e-05,1.8252e-05,1.8492e-05,1.872e-05,1.8937e-05,1.9144e-05,1.934e-05,1.9527e-05,1.9704e-05,1.9873e-05,2.0034e-05,2.0187e-05,2.0333e-05,2.0471e-05,2.0603e-05,2.0728e-05,2.0847e-05,2.096e-05,2.1068e-05,2.1171e-05,2.1268e-05,2.1361e-05,2.1449e-05,2.1533e-05,2.1613e-05,2.1689e-05,2.1761e-05,2.183e-05,2.1895e-05,2.1957e-05,2.2016e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1898e-06,2.3216e-06,3.3982e-06,4.4222e-06,5.3964e-06,6.323e-06,7.2044e-06,8.0429e-06,8.8404e-06,9.5991e-06,1.0321e-05,1.1007e-05,1.166e-05,1.2281e-05,1.2872e-05,1.3434e-05,1.3969e-05,1.4477e-05,1.4961e-05,1.5421e-05,1.5859e-05,1.6275e-05,1.6671e-05,1.7048e-05,1.7406e-05,1.7747e-05,1.8072e-05,1.838e-05,1.8673e-05,1.8953e-05,1.9218e-05,1.9471e-05,1.9711e-05,1.9939e-05,2.0157e-05,2.0363e-05,2.056e-05,2.0747e-05,2.0925e-05,2.1094e-05,2.1255e-05,2.1409e-05,2.1554e-05,2.1693e-05,2.1825e-05,2.195e-05,2.2069e-05,2.2183e-05,2.2291e-05,2.2393e-05,2.2491e-05,2.2584e-05,2.2672e-05,2.2756e-05,2.2836e-05,2.2912e-05,2.2985e-05,2.3054e-05,2.3119e-05,2.3181e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252e-06,2.4429e-06,3.5757e-06,4.6533e-06,5.6784e-06,6.6534e-06,7.5809e-06,8.4632e-06,9.3024e-06,1.0101e-05,1.086e-05,1.1582e-05,1.227e-05,1.2923e-05,1.3545e-05,1.4136e-05,1.4699e-05,1.5234e-05,1.5743e-05,1.6227e-05,1.6688e-05,1.7126e-05,1.7543e-05,1.7939e-05,1.8316e-05,1.8675e-05,1.9016e-05,1.9341e-05,1.9649e-05,1.9943e-05,2.0222e-05,2.0488e-05,2.0741e-05,2.0981e-05,2.121e-05,2.1428e-05,2.1634e-05,2.1831e-05,2.2019e-05,2.2197e-05,2.2366e-05,2.2527e-05,2.2681e-05,2.2826e-05,2.2965e-05,2.3097e-05,2.3223e-05,2.3342e-05,2.3456e-05,2.3564e-05,2.3666e-05,2.3764e-05,2.3857e-05,2.3946e-05,2.403e-05,2.411e-05,2.4186e-05,2.4258e-05,2.4327e-05,2.4393e-05
