-2297.622314,-1506.515869,-0.024555,0.071907
-2297.884521,-1506.953491,0.027888,0.069688
-2297.262695,-1505.399902,-0.021038,0.062726
-2297.665039,-1505.836914,0.011998,0.053188
-2297.425781,-1504.776855,-0.003359,0.065919
-2296.941650,-1504.741943,-0.001832,0.038837
-2296.982422,-1503.876343,0.004581,0.064415
-2296.011230,-1504.115112,-0.003964,0.033267
-2296.090088,-1503.453125,0.002955,0.067028
-2296.095947,-1503.971680,-0.001459,0.034945
-2296.125244,-1503.272705,0.000265,0.061767
-2295.852295,-1503.832642,0.000761,0.037732
-2295.835449,-1502.993408,-0.001021,0.060883
-2295.536377,-1503.772217,0.001243,0.038082
-2295.511719,-1503.014160,-0.000880,0.064302
-2295.496582,-1503.738647,0.000532,0.039122
-2295.486084,-1502.956543,-0.000148,0.063633
-2295.132568,-1503.209839,0.000242,0.040547
-2295.127197,-1502.307861,-0.000076,0.062245
-2294.835205,-1502.796143,0.000302,0.041562
-2294.829102,-1501.968750,-0.000200,0.062444
-2294.987793,-1502.363770,0.000008,0.042982
-2294.987549,-1501.405518,0.000069,0.056416
-2294.845215,-1502.004150,0.000022,0.043497
-2294.844727,-1501.137939,-0.000017,0.056249
-2295.002441,-1501.430786,-0.000111,0.043579
-2295.004639,-1500.562378,0.000101,0.051331
-2294.334717,-1501.581421,0.000535,0.043147
-2294.322754,-1500.619385,-0.000489,0.061883
-2294.199463,-1500.969360,0.000571,0.043721
-2294.187988,-1500.098267,-0.000358,0.061352
-2294.199463,-1498.134888,0.000182,0.050514
-2294.193604,-1496.518311,-0.000012,-0.123402
-2293.795410,-1504.490234,0.000334,0.019108
-2293.782959,-1503.787231,-0.000251,0.110574
-2294.063721,-1501.799194,-0.000074,-0.017259
-2294.065186,-1502.135254,0.000147,0.112699
-2294.202881,-1500.415527,-0.000321,0.024276
-2294.209961,-1499.875854,0.000259,0.061923
-2294.235840,-1500.123291,-0.000213,-0.113296
-2294.239990,-1502.380005,0.000103,0.079887
-2294.109131,-1501.398560,0.000085,0.039721
-2294.107422,-1500.604736,-0.000127,0.028327
-2294.223877,-1501.212036,0.000035,-0.005532
-2292.596436,-1499.843750,0.011596,0.009070
-2292.364990,-1499.662720,0.153737,0.155835
-2289.976074,-1498.372681,0.053706,0.057386
-2288.904541,-1497.227905,0.192478,0.189580
-2285.958008,-1495.151611,0.110563,0.103903
-2283.487305,-1492.829712,0.242539,0.232241
-2281.403320,-1490.038940,0.167428,0.142350
-2278.066162,-1487.201660,0.295087,0.251722
-2275.702637,-1483.705200,0.220147,0.175875
-2270.788818,-1479.779541,0.365990,0.277817
-2269.597168,-1476.605469,0.274890,0.201645
-2264.116455,-1472.585083,0.426778,0.292176
-2262.453125,-1468.585693,0.332790,0.226745
-2255.815674,-1464.063232,0.488514,0.302221
-2252.767578,-1459.641724,0.389799,0.247378
-2244.066895,-1454.119995,0.558195,0.331209
